Product Url,Brand,Name,Model,Model No,Currency,Price,Final Price,Retail Price,Band Color,Year,Box,Papers,Product Code,Movement,Case Size,Case Material,Bracelet Material,Dial Type,Water Resistance,Watch Details,Watch images,Fetch Date,Condition
http://www.watchfinder.co.uk/IWC/Portugieser%20Chrono/IW371447/23389/item/151862,IWC,Portugieser Chrono,Portugieser Chrono,IW371447,GBP,4950.00,4950.00,Retail Price: Discontinued," Black
","
Year
 2015
","
Box
Yes
","

Papers


Yes
","
Product code
151862
","

Movement


Automatic
","
Case size
40.9 MM
","
Case material
Steel
","
Bracelet material
Alligator - Black
","
Dial type
Black Arabic
","
Water resistance
30 metres
","
                            Invented in the 1930s as one of the first wristwatches made to be as precise as a marine chronometer, the Portuguese collection has a long history, though it wasn't produced in serious numbers until the 1990s. Today they're among IWC's finest watches, beloved by collectors for their graceful, uncluttered design and classic aesthetic featuring thin bezels and sword-like hands. This exquisite model runs on an automatic movement, IWC calibre 79350, with a superb chronograph mechanism. Adding a dash of sporting appeal to this elegant watch, the chrono display is subtly integrated and in no way detracts from the clean, sophisticated design.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Linde%20Werdelin/SpidoLite%20II/A.SLTCCG.II.1/36018/item/192264,Linde Werdelin,SpidoLite II,SpidoLite II,A.SLTCCG.II.1,GBP,6150.00,6150.00,,,"
Year
 2017
","
Box
Yes
","

Papers


Yes
","
Product code
192264
","

Movement


Automatic
","
Case size
44 MM
","
Case material
Carbon Fiber
","
Bracelet material
Leather & Fabric Black
","
Dial type
Black
","
Water resistance
100 metres
","This Linde Werdelin has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Cartier/Pasha/W301970M/8257/item/186445,Cartier,Pasha,Pasha,W301970M,GBP,15950.00,15950.00,Retail Price: Discontinued," Black & Yellow Gold
","
Year
 2010
","
Box
Yes
","

Papers


Yes
","
Product code
186445
","

Movement


Automatic
","
Case size
42.5 MM
","
Case material
Yellow Gold
","
Bracelet material
Rubber - Black & Yellow Gold
","
Dial type
Black Baton
","
Water resistance
30 metres
","This Cartier has undergone a thorough inspection of accuracy, functionality and condition at our Cartier certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Bvlgari/Diagono/DG41SMC/48715/item/198108,Bvlgari,Diagono,Diagono,DG41SMC,GBP,1950.00,1950.00,Retail Price: Discontinued," Black 
","
Year
 2018
","
Box
Yes
","

Papers


Yes
","
Product code
198108
","

Movement


Automatic
","
Case size
41 MM
","
Case material
Steel - Black PVD 
","
Bracelet material
Rubber - Black 
","
Dial type
Grey Baton
","
Water resistance
100 metres
","This Bvlgari has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/IWC/Vintage%20Aquatimer/IW323101/8657/item/186646,IWC,Vintage Aquatimer,Vintage Aquatimer,IW323101,GBP,4500.00,4500.00,Retail Price: Discontinued," Black 
","
Year
 2008
","
Box
No
","

Papers


Yes
","
Product code
186646
","

Movement


Automatic
","
Case size
44 MM
","
Case material
Steel
","
Bracelet material
Rubber - Black 
","
Dial type
Black Baton
","
Water resistance
120 metres
","This IWC has undergone a thorough inspection of accuracy, functionality and condition at our IWC certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Panerai/Radiomir%203%20Days%20Oro%20Rosa/PAM00379/23828/item/150714,Panerai,Radiomir 3 Days Oro Rosa,Radiomir 3 Days Oro Rosa,PAM00379,GBP,11500.00,11500.00,"Retail Price: £19,700"," Brown 
","
Year
 2012
","
Box
Yes
","

Papers


Yes
","
Product code
150714
","

Movement


Manual
","
Case size
47 MM
","
Case material
Rose Gold
","
Bracelet material
Leather - Brown 
","
Dial type
Brown Baton
","
Water resistance
100 metres
","
                            The Radiomir collection is named after the distinctive luminescent compound Panerai developed when it sold watches to the Italian Navy in the 1930s. Today it is known for several beloved characteristics that have made it an icon of horology—big cushion case; vintage, legible design; sandwich dial; onion crown; and leather strap. Here we have a gorgeous 47mm limited edition in polished pink gold that positively gleams on the wrist. Known as the Ora Rosa, this version features a superb, paired-down dial. The transparent caseback allows the owner to examine the stunning in-house movement P.3000, which boasts two barrels and three days of power.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Bremont/Supermarine/S301/BK/BR/36475/item/190482,Bremont,Supermarine,Supermarine,S301/BK/BR,GBP,2350.00,2350.00,"Retail Price: £3,395",,"
Year
 2018
","
Box
Yes
","

Papers


Yes
","
Product code
190482
","

Movement


Automatic
","
Case size
40 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Black
","
Water resistance
300 metres
","This Bremont has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Panerai/Luminor%201950/PAM00277/42360/item/202044,Panerai,Luminor 1950,Luminor 1950,PAM00277,GBP,20500.00,20500.00,"Retail Price: £26,000"," Black 
","
Year
 2009
","
Box
Yes
","

Papers


Yes
","
Product code
202044
","

Movement


Manual
","
Case size
44 MM
","
Case material
Rose Gold
","
Bracelet material
Rubber - Black 
","
Dial type
Blue Baton
","
Water resistance
100 metres
","This Panerai has undergone a thorough inspection of accuracy, functionality and condition at our Panerai certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/IWC/Portugieser%20Chrono/IW371491/35172/item/200994,IWC,Portugieser Chrono,Portugieser Chrono,IW371491,GBP,5300.00,5300.00,Retail Price: Discontinued," Black
","
Year
 2020
","
Box
Yes
","

Papers


Yes
","
Product code
200994
","

Movement


Automatic
","
Case size
41 MM
","
Case material
Steel
","
Bracelet material
Alligator - Black
","
Dial type
Blue Arabic
","
Water resistance
30 metres
","This IWC has undergone a thorough inspection of accuracy, functionality and condition at our IWC certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Rolex/Lady%20Oyster%20Perpetual/177200/26228/item/204459,Rolex,Lady Oyster Perpetual,Lady Oyster Perpetual,177200,GBP,5750.00,5750.00,Retail Price: Discontinued,,"
Year
 2017
","
Box
Yes
","

Papers


Yes
","
Product code
204459
","

Movement


Automatic
","
Case size
31 MM
","
Case material
Steel
","
Bracelet material
Steel (Oyster)
","
Dial type
Blue Roman Numeral
","
Water resistance
100 metres
","This Rolex has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
