Product Url,Brand,Name,Model,Model No,Currency,Price,Final Price,Retail Price,Band Color,Year,Box,Papers,Product Code,Movement,Case Size,Case Material,Bracelet Material,Dial Type,Water Resistance,Watch Details,Watch images,Fetch Date,Condition
http://www.watchfinder.co.uk/Tag%20Heuer/Carrera/CAR2012.BA0799/30960/item/206504,Tag Heuer,Carrera,Carrera,CAR2012.BA0799,GBP,2250.00,2250.00,Retail Price: Discontinued,,"
Year
 2013
","
Box
Yes
","

Papers


Yes
","
Product code
206504
","

Movement


Automatic
","
Case size
43 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Silver Arabic
","
Water resistance
100 metres
","This Tag Heuer has undergone a thorough inspection of accuracy, functionality and condition at our Tag Heuer certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Montblanc/Profile%20Steel/MP07137/2190/item/197635,Montblanc,Profile Steel,Profile Steel,MP07137,GBP,460.00,460.00,Retail Price: Discontinued,,"
Year
Approx.  2012
","
Box
No
","

Papers


No
","
Product code
197635
","

Movement


Quartz
","
Case size
23 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Silver Roman Numeral
","
Water resistance
30 metres
","This Montblanc has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/IWC/Ingenieur/IW323601/16685/item/194279,IWC,Ingenieur,Ingenieur,IW323601,GBP,3900.00,3900.00,Retail Price: Discontinued," Black 
","
Year
 2010
","
Box
No
","

Papers


Yes
","
Product code
194279
","

Movement


Automatic
","
Case size
46 MM
","
Case material
Steel
","
Bracelet material
Rubber - Black 
","
Dial type
Black Baton
","
Water resistance
120 metres
","This IWC has undergone a thorough inspection of accuracy, functionality and condition at our IWC certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Panerai/Radiomir%201940/PAM00627/32067/item/207274,Panerai,Radiomir 1940,Radiomir 1940,PAM00627,GBP,6875.00,6875.00,Retail Price: Discontinued," Black 
","
Year
 2016
","
Box
Yes
","

Papers


Yes
","
Product code
207274
","

Movement


Automatic
","
Case size
45 MM
","
Case material
Steel
","
Bracelet material
Leather - Black 
","
Dial type
Black Quarter Arabic
","
Water resistance
100 metres
","This Panerai has undergone a thorough inspection of accuracy, functionality and condition at our Panerai certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Panerai/Radiomir%20Venti/PAM02020/49510/item/207172,Panerai,Radiomir Venti,Radiomir Venti,PAM02020,GBP,7040.00,7040.00,"Retail Price: £5,800"," Brown 
","
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
207172
","

Movement


Manual
","
Case size
45 MM
","
Case material
Steel
","
Bracelet material
Leather - Brown 
","
Dial type
Brown Quarter Arabic
","
Water resistance
100 metres
","This Panerai has undergone a thorough inspection of accuracy, functionality and condition at our Panerai certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Rado/DiaMaster/R14129106/44772/item/206810,Rado,DiaMaster,DiaMaster,R14129106,GBP,1500.00,1500.00,Retail Price: Discontinued," Brown 
","
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
206810
","

Movement


Automatic
","
Case size
43 MM
","
Case material
Ceramic
","
Bracelet material
Alligator - Brown 
","
Dial type
White
","
Water resistance
100 metres
","This Rado has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Breitling/Transocean%20Chronograph/AB0510/34902/item/193769,Breitling,Transocean Chronograph,Transocean Chronograph,AB0510,GBP,5290.00,5290.00,Retail Price: Discontinued," Brown
","
Year
 2015
","
Box
No
","

Papers


Yes
","
Product code
193769
","

Movement


Automatic
","
Case size
46 MM
","
Case material
Steel
","
Bracelet material
Calf - Brown
","
Dial type
White Baton
","
Water resistance
100 metres
","This Breitling has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Breitling/Navitimer/AB0910/42608/item/203886,Breitling,Navitimer,Navitimer,AB0910,GBP,6580.00,6580.00,Retail Price: Discontinued," Black 
","
Year
 2020
","
Box
Yes
","

Papers


Yes
","
Product code
203886
","

Movement


Manual
","
Case size
41 MM
","
Case material
Steel
","
Bracelet material
Leather - Black 
","
Dial type
Black
","
Water resistance
30 metres
","This Breitling has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Tag%20Heuer/Grand%20Carrera/WAV511E.FC6230/52871/item/201417,Tag Heuer,Grand Carrera,Grand Carrera,WAV511E.FC6230,GBP,3625.00,3625.00,Retail Price: Discontinued," Black
","
Year
 2012
","
Box
Yes
","

Papers


Yes
","
Product code
201417
","

Movement


Automatic
","
Case size
40.2 MM
","
Case material
Steel set with Diamonds
","
Bracelet material
Crocodile - Black
","
Dial type
Brown Baton
","
Water resistance
100 metres
","This Tag Heuer has undergone a thorough inspection of accuracy, functionality and condition at our Tag Heuer certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Panerai/Luminor%20Submersible/PAM00305/15185/item/202222,Panerai,Luminor Submersible,Luminor Submersible,PAM00305,GBP,6450.00,6450.00,Retail Price: Discontinued," Black 
","
Year
 2014
","
Box
Yes
","

Papers


Yes
","
Product code
202222
","

Movement


Automatic
","
Case size
47 MM
","
Case material
Titanium
","
Bracelet material
Rubber - Black 
","
Dial type
Black Baton
","
Water resistance
300 metres
","This Panerai has undergone a thorough inspection of accuracy, functionality and condition at our Panerai certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Omega/De%20Ville%20Prestige/424.50.24.60.05.001/26280/item/196954,Omega,De Ville Prestige,De Ville Prestige,424.50.24.60.05.001,GBP,9500.00,9500.00,Retail Price: Discontinued,,"
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
196954
","

Movement


Quartz
","
Case size
24.4 MM
","
Case material
Yellow Gold
","
Bracelet material
Yellow Gold
","
Dial type
Mother of Pearl White Roman Numeral
","
Water resistance
30 metres
","This Omega has undergone a thorough inspection of accuracy, functionality and condition at our Omega certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Gucci/G%20Timeless/YA1264075/41542/item/204813,Gucci,G Timeless,G Timeless,YA1264075,GBP,705.00,705.00,Retail Price: £850,,"
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
204813
","

Movement


Quartz
","
Case size
38 MM
","
Case material
Steel
","
Bracelet material
Steel & Yellow Gold (Plated)
","
Dial type
Silver
","
Water resistance
50 metres
","This Gucci has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Raymond%20Weil/Jasmine/5229-STS-01659/47317/item/196427,Raymond Weil,Jasmine,Jasmine,5229-STS-01659,GBP,1320.00,1320.00,Retail Price: Discontinued,,"
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
196427
","

Movement


Quartz
","
Case size
29 MM
","
Case material
Steel set with Diamonds
","
Bracelet material
Steel
","
Dial type
Silver Roman Numeral
","
Water resistance
50 metres
","This Raymond Weil has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Oris/Big%20Crown%20ProPilot/752%207698%2042%2064/37791/item/206043,Oris,Big Crown ProPilot,Big Crown ProPilot,752 7698 42 64,GBP,1525.00,1525.00,"Retail Price: £1,400"," Black 
","
Year
 2020
","
Box
Yes
","

Papers


Yes
","
Product code
206043
","

Movement


Automatic
","
Case size
45 MM
","
Case material
Steel - Black PVD 
","
Bracelet material
Fabric - Black 
","
Dial type
Black Arabic
","
Water resistance
100 metres
","This Oris has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
