Product Url,Brand,Name,Model,Model No,Currency,Price,Final Price,Retail Price,Band Color,Year,Box,Papers,Product Code,Movement,Case Size,Case Material,Bracelet Material,Dial Type,Water Resistance,Watch Details,Watch images,Fetch Date,Condition
http://www.watchfinder.co.uk/Breitling/Galactic%2036%20Automatic/C37330/24061/item/206710,Breitling,Galactic 36 Automatic,Galactic 36 Automatic,C37330,GBP,4350.00,4350.00,Retail Price: Discontinued,,"
Year
 2016
","
Box
Yes
","

Papers


Yes
","
Product code
206710
","

Movement


Automatic
","
Case size
36 MM
","
Case material
Steel & Rose Gold
","
Bracelet material
Steel & Rose Gold
","
Dial type
Mother of Pearl White Baton
","
Water resistance
300 metres
","This Breitling has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/IWC/Pilot's%20Worldtimer/IW326201/23894/item/199554,IWC,Pilot's Worldtimer,Pilot's Worldtimer,IW326201,GBP,4350.00,4350.00,"Retail Price: £6,250"," Black
","
Year
Approx.  2017
","
Box
No
","

Papers


No
","
Product code
199554
","

Movement


Automatic
","
Case size
45 MM
","
Case material
Steel
","
Bracelet material
Leather Alligator Grain - Black
","
Dial type
Black Arabic
","
Water resistance
60 metres
","
                            This magnificent pilot's timepiece from top Swiss brand IWC features a very special complication. The world timer is widely considered the cream of luxury travelling watches. Rather than simply adding an extra hand to show a second time zone, the watch features a somewhat more complex—yet intuitive and satisfying—operation. The time in the home city is shown by the primary hands on the dial, while the wearer can simultaneously see the time in every major city around the world by the position of the rotating 24-hour disk between the city names and the main dial (conveniently distinguishing between day and night). In this supremely well engineered and finished example, the cities themselves do not move, allowing the wearer to get used to looking for them always in the same place.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/IWC/Pilot's%20Worldtimer/IW326201/23894/item/186851,IWC,Pilot's Worldtimer,Pilot's Worldtimer,IW326201,GBP,4950.00,4950.00,"Retail Price: £6,250"," Black
","
Year
 2016
","
Box
Yes
","

Papers


Yes
","
Product code
186851
","

Movement


Automatic
","
Case size
45 MM
","
Case material
Steel
","
Bracelet material
Crocodile - Black
","
Dial type
Black Arabic
","
Water resistance
60 metres
","
                            This magnificent pilot's timepiece from top Swiss brand IWC features a very special complication. The world timer is widely considered the cream of luxury travelling watches. Rather than simply adding an extra hand to show a second time zone, the watch features a somewhat more complex—yet intuitive and satisfying—operation. The time in the home city is shown by the primary hands on the dial, while the wearer can simultaneously see the time in every major city around the world by the position of the rotating 24-hour disk between the city names and the main dial (conveniently distinguishing between day and night). In this supremely well engineered and finished example, the cities themselves do not move, allowing the wearer to get used to looking for them always in the same place.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/IWC/Pilot's%20Worldtimer/IW326201/23894/item/148398,IWC,Pilot's Worldtimer,Pilot's Worldtimer,IW326201,GBP,4125.00,4125.00,"Retail Price: £6,250"," Black
","
Year
Approx.  2014
","
Box
Yes
","

Papers


No
","
Product code
148398
","

Movement


Automatic
","
Case size
45 MM
","
Case material
Steel
","
Bracelet material
Alligator - Black
","
Dial type
Black Arabic
","
Water resistance
60 metres
","
                            This magnificent pilot's timepiece from top Swiss brand IWC features a very special complication. The world timer is widely considered the cream of luxury travelling watches. Rather than simply adding an extra hand to show a second time zone, the watch features a somewhat more complex—yet intuitive and satisfying—operation. The time in the home city is shown by the primary hands on the dial, while the wearer can simultaneously see the time in every major city around the world by the position of the rotating 24-hour disk between the city names and the main dial (conveniently distinguishing between day and night). In this supremely well engineered and finished example, the cities themselves do not move, allowing the wearer to get used to looking for them always in the same place.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Panerai/Luminor%20Submersible/PAM00508/23849/item/215790,Panerai,Luminor Submersible,Luminor Submersible,PAM00508,GBP,11055.00,11055.00,"Retail Price: £12,900"," Black 
","
Year
 2015
","
Box
Yes
","

Papers


Yes
","
Product code
215790
","

Movement


Automatic
","
Case size
47 MM
","
Case material
Ceramic - Black
","
Bracelet material
Leather - Black 
","
Dial type
Black Baton
","
Water resistance
300 metres
","
                            This gorgeous black Luminor is one of a limited run with reference PAM 508. The 508 is significant for being the first Luminor Submersible with a ceramic case, made from zirconium oxide with an added heat-resistant pigment that provides the deep black colouring. A sandblasted finishing creates the matt appearance. The result is incredibly hard, lightweight and scratch-resistant, and looks amazing in its imposing 47mm form. The black leather strap completes the look. The watch runs on the in-house P.9000 movement, which boasts a 3-day power reserve from two barrels, and allows the wearer to change the time in convenient 1-hour increments.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Blancpain/Super%20Trofeo/560ST-11D30-52B/23450/item/204767,Blancpain,Super Trofeo,Super Trofeo,560ST-11D30-52B,GBP,8750.00,8750.00,Retail Price: Discontinued,,"
Year
 2010
","
Box
Yes
","

Papers


Yes
","
Product code
204767
","

Movement


Automatic
","
Case size
43.5 MM
","
Case material
Steel - Black PVD 
","
Bracelet material
Leather & Fabric Black
","
Dial type
Black Quarter Arabic
","
Water resistance
100 metres
","
                            First held in 2009, the Lamborghini Blancpain Super Trofeo is a series of motor racing tournaments held around the world, in which amateur and pro-amateur drivers compete using Lamborghini Cup cars. The event is an exclusive showcase of the alliance between these two giants of the luxury industry, sharing their passion for superlative aesthetics and technology. Aiming to match the quality and style of the prestigious Gallardo cars created for the race, Blancpain unveiled this extra special Super Trofeo chronograph. Based on the brand's L-Evolution series, the watch is magnificently sporty and good looking without going over the top, and it houses an exceptionally sophisticated flyback movement.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Panerai/Radiomir%20Automatic/PAM00496/23844/item/191646,Panerai,Radiomir Automatic,Radiomir Automatic,PAM00496,GBP,19500.00,19500.00,"Retail Price: £32,200"," Black
","
Year
 2014
","
Box
Yes
","

Papers


Yes
","
Product code
191646
","

Movement


Automatic
","
Case size
45 MM
","
Case material
White Gold
","
Bracelet material
Alligator - Black
","
Dial type
Black Arabic
","
Water resistance
50 metres
","This Panerai has undergone a thorough inspection of accuracy, functionality and condition at our Panerai certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Panerai/Luminor%20Power%20Reserve/PAM00347/22356/item/211129,Panerai,Luminor Power Reserve,Luminor Power Reserve,PAM00347,GBP,5750.00,5750.00,Retail Price: Discontinued,,"
Year
 2013
","
Box
Yes
","

Papers


Yes
","
Product code
211129
","

Movement


Automatic
","
Case size
44 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Black Quarter Arabic
","
Water resistance
300 metres
","This Panerai has undergone a thorough inspection of accuracy, functionality and condition at our Panerai certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Chanel/J12/H2566/22293/item/190318,Chanel,J12,J12,H2566,GBP,6900.00,6900.00,Retail Price: Discontinued," Grey
","
Year
 2014
","
Box
Yes
","

Papers


Yes
","
Product code
190318
","

Movement


Automatic
","
Case size
38 MM
","
Case material
Ceramic - Grey
","
Bracelet material
Ceramic - Grey
","
Dial type
Grey Diamond
","
Water resistance
50 metres
","This Chanel has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Omega/Speedmaster%20Moonwatch/145012-67SP/22246/item/184199,Omega,Speedmaster Moonwatch,Speedmaster Moonwatch,145012-67SP,GBP,8950.00,8950.00,Retail Price: Discontinued,,"
Year
Approx.  1996
","
Box
No
","

Papers


No
","
Product code
184199
","

Movement


Manual
","
Case size
41 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Black Baton
","
Water resistance
50 metres
","
                            The Speedmaster is so closely associated with NASA and the Moon landings these days that it's easy to forget that when it was first released in the 1950s, it was not remotely intended for space travel. Rather, as the name suggests, the Speedy was designed as a sports watch for timing motor racing and other fast, or indeed furious, events. Today it's very rare to encounter Speedies from the long lost pre-Moon era, but when you do find something like this gorgeous vintage piece from 1967, be sure to snap it up for your collection.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Hublot/Aero%20Bang/311.CI.1170.GR/22044/item/209861,Hublot,Aero Bang,Aero Bang,311.CI.1170.GR,GBP,8565.00,8565.00,Retail Price: Discontinued," Black 
","
Year
Approx.  2019
","
Box
No
","

Papers


No
","
Product code
209861
","

Movement


Automatic
","
Case size
44 MM
","
Case material
Ceramic - Black
","
Bracelet material
Rubber - Black 
","
Dial type
Black
","
Water resistance
100 metres
","This Hublot has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Hublot/Big%20Bang/301.SM.1770.RX/22027/item/168456,Hublot,Big Bang,Big Bang,301.SM.1770.RX,GBP,8250.00,8250.00,"Retail Price: £11,200"," Black 
","
Year
 2015
","
Box
Yes
","

Papers


Yes
","
Product code
168456
","

Movement


Automatic
","
Case size
44 MM
","
Case material
Steel
","
Bracelet material
Rubber - Black 
","
Dial type
Black Carbon
","
Water resistance
100 metres
","This Hublot has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Hublot/Big%20Bang/301.SM.1770.RX/22027/item/191535,Hublot,Big Bang,Big Bang,301.SM.1770.RX,GBP,8310.00,8310.00,"Retail Price: £11,200"," Black 
","
Year
 2016
","
Box
Yes
","

Papers


Yes
","
Product code
191535
","

Movement


Automatic
","
Case size
44 MM
","
Case material
Steel
","
Bracelet material
Rubber - Black 
","
Dial type
Black Carbon
","
Water resistance
100 metres
","This Hublot has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
